Identifiant;Chaine;startDate;DureeSecondes;TitreSujet;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;Descripteurs;Generique
"5666380_001_015";"France Info";"2013-06-13T08:37:54+01:00";"12";"Voile - Solitaire du Figaro : départ de la troisième étape";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666380_001_016";"France Info";"2013-06-13T08:38:06+01:00";"78";"Evènement d'antenne";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666381_001_001";"France Info";"2013-06-13T08:39:29+01:00";"303";"Iran : élection présidentielle demain. 08";"Tranche 08h40/09h00 : émission du 13 juin 2013";"";"Tranche 08h40/09h00";"";"";""
"5666381_001_002";"France Info";"2013-06-13T08:44:32+01:00";"24";"Evènement d'antenne";"Tranche 08h40/09h00 : émission du 13 juin 2013";"";"Tranche 08h40/09h00";"";"";""
"5666381_001_003";"France Info";"2013-06-13T08:44:56+01:00";"118";"Les titres";"Tranche 08h40/09h00 : émission du 13 juin 2013";"";"Tranche 08h40/09h00";"";"";""
"5666381_001_004";"France Info";"2013-06-13T08:46:54+01:00";"163";"Présentation des nouveautés depuis le Salon E3 de Los Angeles";"Tranche 08h40/09h00 : émission du 13 juin 2013";"";"Tranche 08h40/09h00";"";"";""
"5666381_001_005";"France Info";"2013-06-13T08:49:37+01:00";"31";"Evènement d'antenne";"Tranche 08h40/09h00 : émission du 13 juin 2013";"";"Tranche 08h40/09h00";"";"";""
"5666381_001_006";"France Info";"2013-06-13T08:50:08+01:00";"599";"Débat avec Etienne Gernelle du Point et Laurent Joffrin du Nouvel Observateur";"Tranche 08h40/09h00 : émission du 13 juin 2013";"";"Tranche 08h40/09h00";"";"";""
"5666382_001_001";"France Info";"2013-06-13T09:00:57+01:00";"26";"Les titres";"Journal 09h00 : émission du 13 juin 2013";"Journal 09h00";"";"";"";""
"5666382_001_002";"France Info";"2013-06-13T09:01:23+01:00";"181";"Stéphane Richard PDG d'Orange, ancien directeur de cabinet de Christine Lagarde";"Journal 09h00 : émission du 13 juin 2013";"Journal 09h00";"";"";"";""
"5666382_001_003";"France Info";"2013-06-13T09:04:24+01:00";"111";"Jour de grève à la SNCF à l'appel de l'intersyndicale";"Journal 09h00 : émission du 13 juin 2013";"Journal 09h00";"";"";"";""
"5666382_001_004";"France Info";"2013-06-13T09:06:15+01:00";"79";"L'INSERM publie aujourd'hui une étude sur les conséquences sanitaires de l'";"Journal 09h00 : émission du 13 juin 2013";"Journal 09h00";"";"";"";""
"5666382_001_005";"France Info";"2013-06-13T09:07:34+01:00";"90";"Edouard Snowden auteur de fuites sur le renseignement américain a accordé un";"Journal 09h00 : émission du 13 juin 2013";"Journal 09h00";"";"";"";""
"5666382_001_006";"France Info";"2013-06-13T09:09:04+01:00";"20";"Une grève générale annoncée en Grèce au surlendemain de la fermeture brutale de";"Journal 09h00 : émission du 13 juin 2013";"Journal 09h00";"";"";"";""
"5666382_001_007";"France Info";"2013-06-13T09:09:24+01:00";"12";"Les trois militantes féministes des Femen condamnés hier en Tunisie à de la";"Journal 09h00 : émission du 13 juin 2013";"Journal 09h00";"";"";"";""
"5666382_001_008";"France Info";"2013-06-13T09:09:36+01:00";"32";"Lionel Messi soupçonné de fraude fiscale en Espagne";"Journal 09h00 : émission du 13 juin 2013";"Journal 09h00";"";"";"";""
"5666383_001_001";"France Info";"2013-06-13T09:11:05+01:00";"53";"Evénement d'antenne";"Tranche 09h10/09h30 : émission du 13 juin 2013";"";"Tranche 09h10/09h30";"";"";""
"5666383_001_002";"France Info";"2013-06-13T09:11:58+01:00";"211";"L'info politique, Louise Bodet.  Stéphane Richard patron d'Orange";"Tranche 09h10/09h30 : émission du 13 juin 2013";"";"Tranche 09h10/09h30";"";"";""
"5666383_001_003";"France Info";"2013-06-13T09:15:29+01:00";"23";"Evénement d'antenne";"Tranche 09h10/09h30 : émission du 13 juin 2013";"";"Tranche 09h10/09h30";"";"";""
"5666383_001_004";"France Info";"2013-06-13T09:15:52+01:00";"117";"Les titres";"Tranche 09h10/09h30 : émission du 13 juin 2013";"";"Tranche 09h10/09h30";"";"";""
"5666383_001_005";"France Info";"2013-06-13T09:17:49+01:00";"47";"L'hyper revue de presse de Jean-Christophe Martin et Philippe Vandel, sommaire";"Tranche 09h10/09h30 : émission du 13 juin 2013";"";"Tranche 09h10/09h30";"";"";""
"5666383_001_006";"France Info";"2013-06-13T09:18:36+01:00";"40";"L'hyper revue de presse de Jean-Christophe Martin";"Tranche 09h10/09h30 : émission du 13 juin 2013";"";"Tranche 09h10/09h30";"";"";""
"5666383_001_007";"France Info";"2013-06-13T09:19:16+01:00";"262";"L'hyper revue de presse de Jean-Christophe Martin";"Tranche 09h10/09h30 : émission du 13 juin 2013";"";"Tranche 09h10/09h30";"";"";""
"5666383_001_008";"France Info";"2013-06-13T09:23:38+01:00";"171";"L'hyper revue de presse de Jean-Christophe Martin";"Tranche 09h10/09h30 : émission du 13 juin 2013";"";"Tranche 09h10/09h30";"";"";""
"5666383_001_009";"France Info";"2013-06-13T09:26:29+01:00";"67";"L'hyper revue de presse de Jean-Christophe Martin";"Tranche 09h10/09h30 : émission du 13 juin 2013";"";"Tranche 09h10/09h30";"";"";""
"5666383_001_010";"France Info";"2013-06-13T09:27:36+01:00";"174";"Tout et son contraire, Philippe Vandel. Kamel Ouali danseur et chorégraphe";"Tranche 09h10/09h30 : émission du 13 juin 2013";"";"Tranche 09h10/09h30";"";"";""
"5666384_001_001";"France Info";"2013-06-13T09:30:55+01:00";"102";"Stéphane Richard patron d'Orange, ancien directeur de cabinet de Christine";"Journal 09h30 : émission du 13 juin 2013";"Journal 09h30";"";"";"";""
"5666384_001_002";"France Info";"2013-06-13T09:32:37+01:00";"31";"Jour de grève à la SNCF à l'appel de l'intersyndicale";"Journal 09h30 : émission du 13 juin 2013";"Journal 09h30";"";"";"";""
"5666384_001_003";"France Info";"2013-06-13T09:33:08+01:00";"13";"Fin de la grève des contrôleurs aériens, les 3/4 des vols ont été annulés hier";"Journal 09h30 : émission du 13 juin 2013";"Journal 09h30";"";"";"";""
"5666384_001_004";"France Info";"2013-06-13T09:33:21+01:00";"19";"Le mauvais conditionnement des boites de Furosémide pourrait être à l' origine";"Journal 09h30 : émission du 13 juin 2013";"Journal 09h30";"";"";"";""
"5666384_001_005";"France Info";"2013-06-13T09:33:40+01:00";"20";"Le procès de l'auteur d'une fusillade en décembre de 2009 à Lyon qui avait tué";"Journal 09h30 : émission du 13 juin 2013";"Journal 09h30";"";"";"";""
"5666384_001_006";"France Info";"2013-06-13T09:34:00+01:00";"88";"Violents affrontements mardi à Argenteuil";"Journal 09h30 : émission du 13 juin 2013";"Journal 09h30";"";"";"";""
"5666384_001_007";"France Info";"2013-06-13T09:35:28+01:00";"59";"Une grève générale annoncée en Grèce au surlendemain de la fermeture brutale de";"Journal 09h30 : émission du 13 juin 2013";"Journal 09h30";"";"";"";""
"5666384_001_008";"France Info";"2013-06-13T09:36:27+01:00";"25";"Le premier ministre Turc face à la nouvelle occupation d'un parc d'Istanbul et";"Journal 09h30 : émission du 13 juin 2013";"Journal 09h30";"";"";"";""
"5666384_001_009";"France Info";"2013-06-13T09:36:52+01:00";"21";"Les trois militantes féministes des Femen condamnés hier en Tunisie à de la";"Journal 09h30 : émission du 13 juin 2013";"Journal 09h30";"";"";"";""
"5666384_001_010";"France Info";"2013-06-13T09:37:13+01:00";"17";"Un point sur les marchés";"Journal 09h30 : émission du 13 juin 2013";"Journal 09h30";"";"";"";""
"5666385_001_001";"France Info";"2013-06-13T09:38:03+01:00";"48";"Evénement d'antenne";"Tranche 09h40/10h00 : émission du 13 juin 2013";"";"Tranche 09h40/10h00";"";"";""
"5666385_001_002";"France Info";"2013-06-13T09:38:51+01:00";"324";"Cinq adolescents condamnés en 1989 pour un viol à Central Park sont en réalité";"Tranche 09h40/10h00 : émission du 13 juin 2013";"";"Tranche 09h40/10h00";"";"";""
"5666385_001_003";"France Info";"2013-06-13T09:44:15+01:00";"41";"Evénement d'antenne";"Tranche 09h40/10h00 : émission du 13 juin 2013";"";"Tranche 09h40/10h00";"";"";""
"5666385_001_004";"France Info";"2013-06-13T09:44:56+01:00";"89";"Les titres";"Tranche 09h40/10h00 : émission du 13 juin 2013";"";"Tranche 09h40/10h00";"";"";""
"5666385_001_005";"France Info";"2013-06-13T09:46:25+01:00";"590";"Jacques Henno auteur du livre "" Tous fichés"" éditions Télémaque est invité pour";"Tranche 09h40/10h00 : émission du 13 juin 2013";"";"Tranche 09h40/10h00";"";"";""
"5666385_001_006";"France Info";"2013-06-13T09:56:15+01:00";"47";"Evénement d'antenne";"Tranche 09h40/10h00 : émission du 13 juin 2013";"";"Tranche 09h40/10h00";"";"";""
"5666385_001_007";"France Info";"2013-06-13T09:57:02+01:00";"185";"Cinq jours à la une, la retraite. 09:57:09  Reportage Isabelle Remond auprès de";"Tranche 09h40/10h00 : émission du 13 juin 2013";"";"Tranche 09h40/10h00";"";"";""
"5666385_001_008";"France Info";"2013-06-13T10:00:07+01:00";"39";"Sommaires des sujets à suivre";"Tranche 09h40/10h00 : émission du 13 juin 2013";"";"Tranche 09h40/10h00";"";"";""
"5666386_001_001";"France Info";"2013-06-13T10:00:52+01:00";"45";"Les titres";"Journal 10h00 : émission du 13 juin 2013";"Journal 10h00";"";"";"";""
"5666386_001_002";"France Info";"2013-06-13T10:01:37+01:00";"95";"Affaire Bernard Tapie / Crédit Lyonnais ";"Journal 10h00 : émission du 13 juin 2013";"Journal 10h00";"";"";"";""
"5666386_001_003";"France Info";"2013-06-13T10:03:12+01:00";"10";"Affaire Bernard Tapie / Crédit Lyonnais ";"Journal 10h00 : émission du 13 juin 2013";"Journal 10h00";"";"";"";""
"5666386_001_004";"France Info";"2013-06-13T10:03:22+01:00";"29";"Erreur de conditionnement du Furosémide - Ouverture d'une enquête à Toulon";"Journal 10h00 : émission du 13 juin 2013";"Journal 10h00";"";"";"";""
"5666386_001_005";"France Info";"2013-06-13T10:03:51+01:00";"102";"Un ancien cadre de Reyl affirme que des responsables politiques";"Journal 10h00 : émission du 13 juin 2013";"Journal 10h00";"";"";"";""
"5666386_001_006";"France Info";"2013-06-13T10:05:33+01:00";"11";"Grève à la SNCF contre la réforme la réforme du système ferroviaire";"Journal 10h00 : émission du 13 juin 2013";"Journal 10h00";"";"";"";""
"5666386_001_007";"France Info";"2013-06-13T10:05:44+01:00";"8";"La grève des contrôleurs aériens contre le projet de Ciel Unique Européen est";"Journal 10h00 : émission du 13 juin 2013";"Journal 10h00";"";"";"";""
"5666386_001_008";"France Info";"2013-06-13T10:05:52+01:00";"23";"Grèce - Mobilisation générale après la fermeture de la télévision publique";"Journal 10h00 : émission du 13 juin 2013";"Journal 10h00";"";"";"";""
"5666386_001_009";"France Info";"2013-06-13T10:06:15+01:00";"13";"Pierre Legrand, Thierry Dole, Marc Féret";"Journal 10h00 : émission du 13 juin 2013";"Journal 10h00";"";"";"";""
"5666386_001_010";"France Info";"2013-06-13T10:06:28+01:00";"16";"Hommage à Pierre Mauroy à Lille";"Journal 10h00 : émission du 13 juin 2013";"Journal 10h00";"";"";"";""
"5666386_001_011";"France Info";"2013-06-13T10:06:44+01:00";"11";"Granville, Eure - Un cimetière profané et les vitraux de l'église";"Journal 10h00 : émission du 13 juin 2013";"Journal 10h00";"";"";"";""
"5666386_001_012";"France Info";"2013-06-13T10:06:55+01:00";"65";"Bourse, Jean-Yves Courtial. Etat des valeurs françaises";"Journal 10h00 : émission du 13 juin 2013";"Journal 10h00";"";"";"";""
"5666386_001_013";"France Info";"2013-06-13T10:08:00+01:00";"25";"Rugby - Tournoi su XV de France dans l'hémisphère sud ";"Journal 10h00 : émission du 13 juin 2013";"Journal 10h00";"";"";"";""
"5666387_001_001";"France Info";"2013-06-13T10:08:30+01:00";"75";"Evénement d'antenne";"Tranche 10h10/10h30 : émission du 13 juin 2013";"";"Tranche 10h10/10h30";"";"";""
"5666387_001_002";"France Info";"2013-06-13T10:09:45+01:00";"130";"Solitaire du Figaro : évocation de la 3ème étape 10";"Tranche 10h10/10h30 : émission du 13 juin 2013";"";"Tranche 10h10/10h30";"";"";""
"5666387_001_003";"France Info";"2013-06-13T10:11:55+01:00";"13";"Evénement d'antenne";"Tranche 10h10/10h30 : émission du 13 juin 2013";"";"Tranche 10h10/10h30";"";"";""
"5666387_001_004";"France Info";"2013-06-13T10:12:08+01:00";"71";"La presse à la une, Jean-Christophe Martin";"Tranche 10h10/10h30 : émission du 13 juin 2013";"";"Tranche 10h10/10h30";"";"";""
"5666387_001_005";"France Info";"2013-06-13T10:13:19+01:00";"54";"La presse à la une, Jean-Christophe Martin";"Tranche 10h10/10h30 : émission du 13 juin 2013";"";"Tranche 10h10/10h30";"";"";""
"5666387_001_006";"France Info";"2013-06-13T10:14:13+01:00";"5";"La presse à la une, Jean-Christophe Martin";"Tranche 10h10/10h30 : émission du 13 juin 2013";"";"Tranche 10h10/10h30";"";"";""
"5666387_001_007";"France Info";"2013-06-13T10:14:18+01:00";"12";"La presse à la une, Jean-Christophe Martin";"Tranche 10h10/10h30 : émission du 13 juin 2013";"";"Tranche 10h10/10h30";"";"";""
"5666387_001_008";"France Info";"2013-06-13T10:14:30+01:00";"17";"Le Parisien : liste noire des retards de trains et RER";"Tranche 10h10/10h30 : émission du 13 juin 2013";"";"Tranche 10h10/10h30";"";"";""
"5666387_001_009";"France Info";"2013-06-13T10:14:47+01:00";"81";"A suivre";"Tranche 10h10/10h30 : émission du 13 juin 2013";"";"Tranche 10h10/10h30";"";"";""
"5666387_001_010";"France Info";"2013-06-13T10:16:08+01:00";"68";"Les titres";"Tranche 10h10/10h30 : émission du 13 juin 2013";"";"Tranche 10h10/10h30";"";"";""
"5666387_001_011";"France Info";"2013-06-13T10:17:16+01:00";"253";"Zoom de France Info : Grèce - Mobilisation générale après la fermeture de la";"Tranche 10h10/10h30 : émission du 13 juin 2013";"";"Tranche 10h10/10h30";"";"";""
"5666387_001_012";"France Info";"2013-06-13T10:21:29+01:00";"330";"Zoom de France Info : Grèce - Mobilisation générale après la fermeture de la";"Tranche 10h10/10h30 : émission du 13 juin 2013";"";"Tranche 10h10/10h30";"";"";""
"5666387_001_013";"France Info";"2013-06-13T10:26:59+01:00";"170";"Sortir, écouter, voir, Nicolas Teillard";"Tranche 10h10/10h30 : émission du 13 juin 2013";"";"Tranche 10h10/10h30";"";"";""
"5666389_001_001";"France Info";"2013-06-13T10:38:26+01:00";"86";"Evénement d'antenne";"Tranche 10h40/11h00 : émission du 13 juin 2013";"";"Tranche 10h40/11h00";"";"";""
"5666389_001_002";"France Info";"2013-06-13T10:39:52+01:00";"170";"Tout info tout éco, Emmanuel Cugny. Affaire Bernard Tapie / Crédit Lyonnais ";"Tranche 10h40/11h00 : émission du 13 juin 2013";"";"Tranche 10h40/11h00";"";"";""
"5666389_001_003";"France Info";"2013-06-13T10:42:42+01:00";"15";"Evénement d'antenne";"Tranche 10h40/11h00 : émission du 13 juin 2013";"";"Tranche 10h40/11h00";"";"";""
"5666389_001_004";"France Info";"2013-06-13T10:42:57+01:00";"135";"Il s'est levé du mauvais pied, Jean-Pierre Gauffre";"Tranche 10h40/11h00 : émission du 13 juin 2013";"";"Tranche 10h40/11h00";"";"";""
"5666389_001_005";"France Info";"2013-06-13T10:45:12+01:00";"125";"Les titres";"Tranche 10h40/11h00 : émission du 13 juin 2013";"";"Tranche 10h40/11h00";"";"";""
"5666389_001_006";"France Info";"2013-06-13T10:47:17+01:00";"155";"Pharmacies : hausse du nombre de pharmaciens d'inscrits à l'Ordre";"Tranche 10h40/11h00 : émission du 13 juin 2013";"";"Tranche 10h40/11h00";"";"";""
"5666389_001_007";"France Info";"2013-06-13T10:49:52+01:00";"14";"Evénement d'antenne";"Tranche 10h40/11h00 : émission du 13 juin 2013";"";"Tranche 10h40/11h00";"";"";""
"5666389_001_008";"France Info";"2013-06-13T10:50:06+01:00";"294";"C'est mon boulot, Philippe Duport. Fête des Pères dimanche ";"Tranche 10h40/11h00 : émission du 13 juin 2013";"";"Tranche 10h40/11h00";"";"";""
"5666389_001_009";"France Info";"2013-06-13T10:55:00+01:00";"40";"Info santé, Brigitte-Fanny Cohen. Se rendre au travail avec le doudou de son";"Tranche 10h40/11h00 : émission du 13 juin 2013";"";"Tranche 10h40/11h00";"";"";""
"5666389_001_010";"France Info";"2013-06-13T10:55:47+01:00";"260";"Info santé, Caroline Tourbe, journaliste à Science & Vie";"Tranche 10h40/11h00 : émission du 13 juin 2013";"";"Tranche 10h40/11h00";"";"";""
"5666391_001_001";"France Info";"2013-06-13T11:07:46+01:00";"85";"Evénement d'antenne";"Tranche 11h10/11h30 : émission du 13 juin 2013";"";"Tranche 11h10/11h30";"";"";""
"5666391_001_002";"France Info";"2013-06-13T11:09:11+01:00";"157";"Basket féminin : la France accueille à partir de samedi les championnats d'";"Tranche 11h10/11h30 : émission du 13 juin 2013";"";"Tranche 11h10/11h30";"";"";""
"5666391_001_003";"France Info";"2013-06-13T11:11:48+01:00";"256";"Tout et son contraire - Philippe Vandel";"Tranche 11h10/11h30 : émission du 13 juin 2013";"";"Tranche 11h10/11h30";"";"";""
"5666391_001_004";"France Info";"2013-06-13T11:16:04+01:00";"86";"Les titres";"Tranche 11h10/11h30 : émission du 13 juin 2013";"";"Tranche 11h10/11h30";"";"";""
"5666391_001_005";"France Info";"2013-06-13T11:17:30+01:00";"287";"L'élection présidentielle a lieu demain en Iran pour élire le successeur de";"Tranche 11h10/11h30 : émission du 13 juin 2013";"";"Tranche 11h10/11h30";"";"";""
"5666391_001_006";"France Info";"2013-06-13T11:22:17+01:00";"196";"Initiative France Info : il est possible de troquer les journaux et les";"Tranche 11h10/11h30 : émission du 13 juin 2013";"";"Tranche 11h10/11h30";"";"";""
"5666391_001_007";"France Info";"2013-06-13T11:25:33+01:00";"281";"Actualité littéraire - Christophe Ono-Dit-Biot";"Tranche 11h10/11h30 : émission du 13 juin 2013";"";"Tranche 11h10/11h30";"";"";""
"5666393_001_001";"France Info";"2013-06-13T11:40:19+01:00";"134";"Voile - Solitaire du Figaro:  11:40:32 Reportage de Benjamin Bourgine";"Tranche 11h40/12h00 : émission du 13 juin 2013";"";"Tranche 11h40/12h00";"";"";""
"5666393_001_002";"France Info";"2013-06-13T11:42:33+01:00";"190";"Beaucoup de retraités vivent en dessous du seuil de pauvreté";"Tranche 11h40/12h00 : émission du 13 juin 2013";"";"Tranche 11h40/12h00";"";"";""
"5666393_001_003";"France Info";"2013-06-13T11:45:43+01:00";"85";"Rappel des titres";"Tranche 11h40/12h00 : émission du 13 juin 2013";"";"Tranche 11h40/12h00";"";"";""
"5666393_001_004";"France Info";"2013-06-13T11:47:08+01:00";"319";"Entretien avec d'Aurel dans Politis qui revient en dessin sur la gauche qui";"Tranche 11h40/12h00 : émission du 13 juin 2013";"";"Tranche 11h40/12h00";"";"";""
