Identifiant;Chaine;startDate;DureeSecondes;TitreSujet;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;Descripteurs;Generique
"5032071_001_006";"France 2";"2013-06-13T21:54:25+01:00";"1686";"Ouganda, la traque des homosexuels";"Envoyé spécial : [émission du 13 juin 2013]";"Envoyé spécial";"";"Témoignage d'Oussam, homosexuel de 28 ans, qui se cache dans les bidonvilles. La presse publie les photos des homosexuels, et appelle à leur mort. Kampala est la capitale de l'homophobie, où prèchent des extrêmistes, comme ceux du mouvement évangélique des Born again. Le très populaire pasteur Julius Peter OYET justifie ce discours par la Bible. Les Born again sont présents dans les média et parmi les élites politiques. Arinaitwe RUGYENDO, rédacteur en chef de Red Pepper veut également ""purifier la société"", Oussam le rencontre et le confronte avec les pratiques de la presse. Au Parlement, David BAHATI, Born Again comme le président, cherche à faire passer une loi anti homosexualité. Le cheikh Idrissa M'BABALI et la communauté musulmane ougandaise partagent le point de vue des évangélistes. Docteur en droit, Sylvia TAMALE, est l'une des rare à défendre les droits des homosexuels. Elle dénonce l'influence de groupes évangéliques fondementalistes américains. C'est également le cas de l'ex évèque Christopher SSENYONJO, révoqué par sa hiérarchie. A Springfield, rencontre avec Scott LIVELY, Born again et militant anti homosexualité et son goupe de discussion. Un petit groupe d'intellectuels et de dignitaires anglicans cherche en vain à sensibiliser le parlementaire Edward KIWANUKA SEKANDI.";"homosexuel|fanatisme|musulman|Kampala|Ouganda|homosexualité|discrimination|Eglise évangélique";"Mesmin, Dominique (Réalisateur)|Burel, Anouk (Commentateur)|Drouet, Marie (Réalisateur)"
"5032071_001_007";"France 2";"2013-06-13T22:22:31+01:00";"203";"[Plateau : 4ème partie]";"Envoyé spécial : [émission du 13 juin 2013]";"Envoyé spécial";"";"";"";"Mesmin, Dominique (Participant)"
"5032072_001_001";"France 2";"2013-06-13T22:25:54+01:00";"147";"Santé, alimentation : la mode des faux-amis : [1ère partie]";"Santé, alimentation : la mode des faux-amis";"Complément d'enquête";"";"";"";""
"5032072_001_002";"France 2";"2013-06-13T22:28:21+01:00";"901";"Génériques : faut-il leur faire confiance ?";"Santé, alimentation : la mode des faux-amis";"Complément d'enquête";"";"Le médecin généraliste Guy VIGNEAU précise ""non substituable"" sur ses ordonnances, ayant constaté des problèmes avec les génériques. Laurent, épileptique, longtemps stabilisé par la Dépakine chrono a mal réagi à une substitution par générique. Le neurologue Arnaud BIRABEN a mené une étude auprès de ses confrères qui confirme le manque d'efficacité des génériques. Le directeur du laboratoire de fabrication Delpharm, François HOUBART, explique en quoi les princeps et génériques sont identiques pour la substance active, mais utilisent différents excipients. Au service pharmacologie de l'Hôpital de Limoges, Pierre MARQUET dénonce l'absence d'études sur des malades avant commercialisation. Pascal BRIERE, président du GEMME (groupement d'industriels du générique) accuse la méfiance des patients, discours corroboré par Philippe VELLA de l'ANSM. Le dr BOUKRIS dénonce une politique au forcing où la réduction du déficit de la Sécurité sociale prime sur la santé.";"pharmacie|sécurité sociale|médicament générique|ANSM|épilepsie|médicament";"Marquet, Pierre (Participant)|Boukris, Sauveur (Participant)|Lebrun, Séverine (Réalisateur)|Brière, Pascal (Participant)|Bozo, Mikael (Réalisateur)|Biraben, Arnaud (Participant)|Gardette, Olivier (Réalisateur)|Vella, Philippe (Participant)"
"5032072_001_003";"France 2";"2013-06-13T22:43:22+01:00";"379";"Santé, alimentation : la mode des faux-amis : [2ème partie]";"Santé, alimentation : la mode des faux-amis";"Complément d'enquête";"";"Benoît DUQUESNE reçoit François CHAST, chef du Service de  pharmacie clinique de Cochin - Hôtel Dieu, partisan des génériques. Ils reviennent sur l'affaire TEVA d'invertion de médicament, évoquent la méfiance des médecins et patients, le retard français dans l'utilisation des génériques.";"erreur|conditionnement|industrie pharmaceutique|santé publique|médicament générique|ANSM|laboratoire";"Chast, François (Participant)"
"5032072_001_004";"France 2";"2013-06-13T22:49:41+01:00";"907";"Faux avis et vraies arnaques";"Santé, alimentation : la mode des faux-amis";"Complément d'enquête";"";"Le couple ELGER organise ses sorties en fonction des avis du site Tripadvisor avec plus ou moins de bonheur. A Antananarivo, capitale de Madagascar, plusieurs sociétés se sont spécialisées dans la production de ""Faux avis"" sur la qualité de prestations d'hôtels ou restaurants. Enquête chez Rédaction et tuyaux, société de rédaction low cost présentée par la directrice de rédaction, Virgine GIRAUD. En caméra cachée, l'équipe se fait ensuite passer pour un groupe hotelier et écoute les propositions de sociétés de faux avis, dont l'une explique comment contourner les protections de TripAdvidor par les proxy et abattre la concurrence. A Londres, au siège de Tripadvisor, Séverine PHILANDEAU présente le travail des cyber enquêteurs qui, aidés par des filtres, cherchent à bloquer les messages bidon. Pascal BATAILLE, directeur Adonis hôtels et résidence dénonce la pratique de clients qui se plaignent en fin de séjour et menacent de poster des commentaires.";"conseil|Madagascar|Internet|loisir touristique|escroquerie|Antananarivo|site internet";"Cario, Mickael (Réalisateur)|Guillot, Alexis (Réalisateur)|Boutilly, Romain (Réalisateur)"
"5032072_001_005";"France 2";"2013-06-13T23:04:48+01:00";"262";"Santé, alimentation : la mode des faux-amis : [3ème partie]";"Santé, alimentation : la mode des faux-amis";"Complément d'enquête";"";"Benoît DUQUESNE reçoit Lionel HABASQUE, PDG de Terres d'aventure, agence de voyage qui explique avoir été approché par des sociétés d'avis fallacieux sur leurs services et définit l'importance des avis des clients.";"agence de voyage|réglementation|loisir touristique|Afnor";"Habasque, Lionel (Participant)"
"5032072_001_006";"France 2";"2013-06-13T23:09:10+01:00";"849";"Fromage low-cost";"Santé, alimentation : la mode des faux-amis";"Complément d'enquête";"";"En Italie, les éleveurs Nicola et Antonio PALMIERI produit les bufflonnes et la mozzarella selon la méthode traditionelle. Mais le fromage analogue se répand. Chez un grossiste de pizzeria, le patron présente le 50/50, produit constitué pour moitié de mozzarella et d'analogue. Béatrice de REYNAL, nutritionniste, décrypte les étiquettes de pizzas. Des chefs, comme Mickael FOUBERT, Jean-Pierre LEPELTIER, cherchent également à recomposer des aliments, pensant à la cuisine du futur.";"aliment|industrie agroalimentaire|nutrition|fromage";"Reynal, Béatrice de (Participant)|Sibille, Olivier (Réalisateur)|Husser, Antoine (Réalisateur)|Palmieri, Antonio (Participant)|Lepeltier, Jean Pierre (Participant)"
"5032072_001_007";"France 2";"2013-06-13T23:23:19+01:00";"441";"Santé, alimentation : la mode des faux-amis : [4ème partie]";"Santé, alimentation : la mode des faux-amis";"Complément d'enquête";"";"Au Grand Palais, Benoît DUQUESNE interroge Arnaud DAGUIN, chef cuisinier sur les ratés de l'industrie agroalimentaire.";"aliment|industrie agroalimentaire|chef coutumier";"Daguin, Arnaud (Participant)"
"5032073_001_001";"France 2";"2013-06-13T23:30:40+01:00";"10";"Bande annonce émission suivante : L APPEL DU 18 JUIN";"[Interprogrammes F2 de 23 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 23 heures]";"";"";""
"5032073_001_002";"France 2";"2013-06-13T23:30:50+01:00";"20";"Bande annonce émission : CE SOIR OU JAMAIS";"[Interprogrammes F2 de 23 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 23 heures]";"";"";""
"5032075_001_001";"France 2";"2013-06-13T23:32:12+01:00";"37";"Bande annonce émission (sponsor) : INFRAROUGE";"[Interprogrammes F2 de 23 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 23 heures]";"";"";""
"5032075_001_002";"France 2";"2013-06-13T23:32:49+01:00";"50";"Pub 2 22h22";"[Interprogrammes F2 de 23 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 23 heures]";"";"";""
"5032075_001_003";"France 2";"2013-06-13T23:33:39+01:00";"39";"Bande annonce émission : TANGO";"[Interprogrammes F2 de 23 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 23 heures]";"";"";""
"5032077_001_001";"France 2";"2013-06-13T25:01:33+01:00";"39";"Bande annonce émission : TANGO";"[Interprogrammes F2 de 1 heure : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 1 heure]";"";"";""
"5032077_001_002";"France 2";"2013-06-13T25:02:12+01:00";"32";"Pub 2 23h42";"[Interprogrammes F2 de 1 heure : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 1 heure]";"";"";""
"5032079_001_001";"France 2";"2013-06-13T25:04:52+01:00";"20";"Bande annonce émission : CE SOIR OU JAMAIS";"[Interprogrammes F2 de 1 heure : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 1 heure]";"";"";""
"5032080_001_001";"France 2";"2013-06-13T25:05:08+01:00";"72";"FACTUEL REFORME RETRAITES (C12)";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";"Mondin Gava, Elsa (Journaliste)"
"5032080_001_002";"France 2";"2013-06-13T25:06:20+01:00";"4";"GREVE SNCF";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";""
"5032080_001_003";"France 2";"2013-06-13T25:06:24+01:00";"69";"GREVE SNCF (C11)";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";"Le Goff, Clément (Journaliste)"
"5032080_001_004";"France 2";"2013-06-13T25:07:33+01:00";"4";"EN BREF";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";""
"5032080_001_005";"France 2";"2013-06-13T25:07:37+01:00";"120";"RICHARD / GATTAZ / MAUROY / DARCOS";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";"Mousset, Benoît (Journaliste)"
"5032080_001_006";"France 2";"2013-06-13T25:09:37+01:00";"4";"ELECTIONS  EN IRAN";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";""
"5032080_001_007";"France 2";"2013-06-13T25:09:41+01:00";"10";"lancement Iran";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";"Assouly, Jeanne (Journaliste)"
"5032080_001_008";"France 2";"2013-06-13T25:09:51+01:00";"148";"IRAN / LA JEUNESSE ET CHAPE DE PLOMB (C20)";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";"Ollieric, Dorothée (Journaliste)"
"5032080_001_009";"France 2";"2013-06-13T25:12:19+01:00";"4";"EN BREF A L'ETRANGER";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";""
"5032080_001_010";"France 2";"2013-06-13T25:12:23+01:00";"80";"GRECE / TURQUIE / ARGENTINE";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";"Assouly, Jeanne (Journaliste)"
"5032080_001_011";"France 2";"2013-06-13T25:13:43+01:00";"4";"INCENDIES  AU COLORADO";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";""
"5032080_001_012";"France 2";"2013-06-13T25:13:47+01:00";"53";"INCENDIES COLORADO (C17)";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";"Breitner, Stephan (Journaliste)"
"5032080_001_013";"France 2";"2013-06-13T25:14:40+01:00";"4";"26 AOUT 1940";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";""
"5032080_001_014";"France 2";"2013-06-13T25:14:44+01:00";"50";"REPECHAGE BOMBARDIER / MANCHE";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";"Mousset, Benoît (Journaliste)"
"5032080_001_015";"France 2";"2013-06-13T25:15:34+01:00";"4";"SUPERMAN";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";""
"5032080_001_016";"France 2";"2013-06-13T25:15:38+01:00";"90";"GB / CINE ""SUPERMAN"" (C29)";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";"Cardoze, Jacques (Journaliste)"
"5032080_001_017";"France 2";"2013-06-13T25:17:08+01:00";"23";"Generique de Fin";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";""
"5032080_001_018";"France 2";"2013-06-13T25:17:31+01:00";"751";"BOBINE JT DU 13 JUIN 2013";"JT nuit : [émission du 13 juin 2013]";"JT nuit";"";"";"";""
"5032082_001_001";"France 2";"2013-06-13T25:19:34+01:00";"36";"Bande annonce émission : SIMPLEMENT POUR UN SOIR";"[Interprogrammes F2 de 1 heure : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 1 heure]";"";"";""
"5032084_001_001";"France 2";"2013-06-13T25:22:15+01:00";"52";"Bande annonce émission (sponsor) : SAINT JACQUES... LA MECQUE";"[Interprogrammes F2 de 1 heure : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 1 heure]";"";"";""
"5032085_001_001";"France 2";"2013-06-13T25:23:07+01:00";"3332";"Guerre d'Algérie, la déchirure : 1954-1958";"Infrarouge : [programme du 13 juin 2013]";"";"Infrarouge";"";"";""
"5032085_001_003";"France 2";"2013-06-13T26:18:39+01:00";"3395";"Guerre d'Algérie, la déchirure : 1958-1962";"Infrarouge : [programme du 13 juin 2013]";"";"Infrarouge";"";"";""
"5032379_001_001";"France 2";"2013-06-13T27:15:14+01:00";"20";"Bande annonce émission : CE SOIR OU JAMAIS";"[Interprogrammes F2 de 3 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 3 heures]";"";"";""
"5031987_001_001";"France 2";"2013-06-13T29:20:07+01:00";"39";"Bande annonce émission : TANGO";"[Interprogrammes F2 de 5 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 5 heures]";"";"";""
"5031989_001_001";"France 2";"2013-06-13T29:23:37+01:00";"29";"Bande annonce émission : ENVOYE SPECIAL";"[Interprogrammes F2 de 5 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 5 heures]";"";"";""
"5031989_001_002";"France 2";"2013-06-13T29:24:06+01:00";"30";"Bande annonce programme : COMPLEMENT D ENQUETE";"[Interprogrammes F2 de 5 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 5 heures]";"";"";""
"5031991_001_001";"France 2";"2013-06-13T29:50:35+01:00";"59";"Baet ftv cap mediterranee";"[Interprogrammes F2 de 5 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 5 heures]";"";"";""
"5031991_001_002";"France 2";"2013-06-13T29:51:34+01:00";"12";"Bande annonce programme : ENVOYE SPECIAL";"[Interprogrammes F2 de 5 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 5 heures]";"";"";""
"5031991_001_003";"France 2";"2013-06-13T29:51:46+01:00";"11";"Bande annonce programme : COMPLEMENT D ENQUETE";"[Interprogrammes F2 de 5 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 5 heures]";"";"";""
"5031991_001_004";"France 2";"2013-06-13T29:51:57+01:00";"26";"Bande annonce programme : L APPEL DU 18 JUIN";"[Interprogrammes F2 de 5 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 5 heures]";"";"";""
"5032383_001_003";"France 2";"2013-06-14T06:16:10+01:00";"24";"Bande annonce programme : TOUTE UNE HISTOIRE";"Les Z'amours : [émission du 13 juin 2013]";"Les Z'amours";"";"";"";""
"5032383_001_004";"France 2";"2013-06-14T06:16:34+01:00";"20";"Bande annonce programme : COMMENT CA VA BIEN";"Les Z'amours : [émission du 13 juin 2013]";"Les Z'amours";"";"";"";""
"5032384_001_001";"France 2";"2013-06-14T06:21:02+01:00";"35";"Bande annonce émission : SIMPLEMENT POUR UN SOIR";"[Interprogrammes F2 de 6 heures : programme du 14 juin 2013]";"";"[Interprogrammes F2 de 6 heures]";"";"";""
